Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,,Appart 1P,6.8,7.9,8.9,10,11.6,8.9,247,275,302,340,380,308,35,56,124,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,,Appart 2P,6.7,7.3,8.2,9.3,10.5,8.2,300,335,350,390,442,366,45,127,305,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,,Appart 3P,5.4,6.2,6.7,7.3,7.9,6.6,360,390,407,440,510,420,63,122,337,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,,Appart 4P+,4.9,5.5,5.9,6.6,8.3,6.1,400,420,484,570,660,507,83,54,233,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,5.5,6.2,6.9,8.2,9.3,6.9,315,358,405,450,550,428,62,113,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,5.4,6.2,7.2,8.2,9.4,7,302,350,400,440,516,407,58,246,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,,,5.2,6.1,7.4,8.3,10.3,7,305,352,425,481,629,446,63,233,942,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,,Appart 1P,7.6,8.1,10,11.7,14,9.8,260,290,310,354,400,321,33,67,124,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,,Appart 2P,6,6.6,7.9,8.3,8.8,7.6,320,340,390,440,460,389,51,89,356,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,,Appart 3P,,,,,,,,,,,,,,49,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,,Appart 4P+,,,,,,,,,,,,,,28,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,6.3,6.8,8.2,8.8,11.9,7.9,300,330,440,500,750,457,58,78,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,3. Entre 1971-1990,2. 1 an et plus,,5.1,5.9,6.8,7.8,8.9,6.6,310,364,420,481,530,439,67,155,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,,,6,7.4,8.8,9.8,12.3,8.2,323,369,410,471,575,432,53,132,484,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,,Appart 1P,,,,,,,,,,,,,,21,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,,Appart 2P,7.7,8.6,8.8,9.5,10.4,8.9,365,370,380,410,430,392,44,69,206,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,,Appart 3P,,,,,,,,,,,,,,32,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,,Appart 4P+,,,,,,,,,,,,,,10,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,5.8,8.4,9.3,11.1,12.6,8.7,340,370,405,430,495,423,48,52,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,4. Entre 1991-2005,2. 1 an et plus,,6.1,7,7.9,9.3,11.6,7.8,320,369,416,515,589,439,56,80,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,,,6.2,7.2,8.1,9.1,9.6,7.9,383,420,516,615,811,565,72,92,267,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,,Appart 1P,,,,,,,,,,,,,,3,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,,Appart 2P,7.6,8,8.5,9.1,9.8,8.6,379,389,420,487,538,437,51,56,142,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,,Appart 3P,,,,,,,,,,,,,,21,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,,Appart 4P+,,,,,,,,,,,,,,12,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,1. Moins de 1 an,,,,,,,,,,,,,,,37,,Estimation directe
B3600,2022,Agglom�ration de Ch�teauroux,,Appartement,5. Apr�s 2005,2. 1 an et plus,,6.5,7.2,8.1,9,9.6,7.8,377,412,518,635,811,558,71,55,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,,7.3,8.4,9.8,11.3,13.6,9.3,358,410,510,640,790,551,59,8051,45455,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Maison 1-3P,6.9,8.3,9.4,10.5,11.4,8.8,460,480,595,680,727,585,67,58,704,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Ensemble 4P+,6.5,7.3,8.3,9.2,10,8.2,580,650,750,912,1050,799,98,1344,9404,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Maison 4P+,6.9,7.8,8.9,9.7,10.7,8.6,722,860,960,1050,1199,963,113,282,2780,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Appart 1P,10.3,11.7,13.5,15.1,16.8,13,315,335,369,400,430,370,28,1389,8968,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Appart 2P,8.1,9.4,10.4,11.5,12.5,10.1,374,410,460,510,556,462,46,3014,14538,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Appart 3P,7,7.9,9,10,10.5,8.8,465,520,596,650,710,592,67,2246,11841,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Appart 4P+,6.4,7.2,8,8.8,9.7,8,551,635,700,784,900,724,91,1062,6624,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Ensemble 1P,10.3,11.7,13.5,15,16.8,13,315,335,370,400,430,370,28,1390,9011,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Ensemble 2P,8.1,9.4,10.4,11.5,12.5,10.1,374,410,460,510,556,462,46,3027,14687,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,,Ensemble 3P,7,7.9,9,10,10.5,8.8,463,520,600,650,710,593,68,2290,12353,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,1. Moins de 1 an,,7.8,9.1,10.6,12.5,14.8,10.1,350,390,480,600,710,513,51,2906,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,1. Moins de 1 an,Ensemble 4P+,7,7.6,8.2,9.6,10,8.4,552,655,720,860,1000,767,91,404,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,1. Moins de 1 an,Ensemble 1P,11.1,12.4,14,15.7,17.5,13.7,320,345,367,400,420,370,27,618,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,1. Moins de 1 an,Ensemble 2P,8.8,9.6,10.7,11.8,12.5,10.5,375,410,465,520,550,466,44,1154,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,1. Moins de 1 an,Ensemble 3P,7.4,8.3,9.3,10.4,10.9,9.2,500,540,600,650,710,604,66,730,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,2. 1 an et plus,,7,8.1,9.5,10.8,12.7,9,364,430,524,650,841,569,63,5145,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,2. 1 an et plus,Ensemble 4P+,6.4,7.2,8.3,9.1,10,8.1,580,650,760,934,1069,809,100,940,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,2. 1 an et plus,Ensemble 1P,9.7,11.3,12.8,14.6,16.4,12.5,301,330,371,400,450,370,30,772,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,2. 1 an et plus,Ensemble 2P,7.7,9.2,10.2,11.4,12.3,9.9,370,401,460,505,566,460,46,1873,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,,2. 1 an et plus,Ensemble 3P,6.8,7.7,8.9,9.9,10.3,8.6,460,511,590,650,708,589,68,1560,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,,,7.1,8.1,9.7,11.1,13.2,9.1,356,410,500,620,725,533,58,3424,10961,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,,Ensemble 4P+,6.4,7.2,7.9,8.9,10,8,580,645,700,845,1050,767,96,546,2463,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,,Ensemble 1P,10,11.4,13.4,15.1,16.9,12.8,308,335,375,405,447,373,29,506,1366,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,,Ensemble 2P,7.6,9.3,10.3,11.5,12.5,9.9,355,395,450,498,550,449,45,1364,3881,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,,Ensemble 3P,6.9,7.7,8.8,10,10.4,8.6,460,500,580,630,680,580,67,1008,3251,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,1. Moins de 1 an,,7.6,8.8,10.1,12.1,13.8,9.8,350,400,490,615,695,516,53,1319,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,1. Avant 1946,2. 1 an et plus,,6.8,7.7,9.5,10.7,12.7,8.8,360,415,500,620,750,542,61,2105,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,,,7,8.1,9,10.2,12.6,8.8,370,445,540,677,810,576,66,1000,10290,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,,Ensemble 4P+,6.4,7.3,8.5,8.9,9.8,8.2,515,630,725,830,980,732,90,302,2670,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,,Ensemble 1P,10.2,12.3,14.3,15.7,16.5,13.5,301,330,360,375,400,348,26,110,1582,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,,Ensemble 2P,8.1,8.9,9.8,11.3,12.6,9.8,372,390,445,490,550,449,46,238,2984,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,,Ensemble 3P,6.9,7.8,8.7,9.4,10.2,8.5,460,510,556,623,779,579,68,350,3055,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,1. Moins de 1 an,,7.2,8.5,9.4,11.1,13.9,9.3,360,400,515,650,765,552,60,329,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,2. Entre 1946-1970,2. 1 an et plus,,6.8,7.9,8.8,9.8,12.6,8.6,390,452,554,717,810,586,68,671,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,,,7.5,8.6,10.2,12.5,14.6,9.5,340,380,465,596,805,522,55,1441,12498,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,,Ensemble 4P+,6.5,7.1,8,8.9,9.7,7.9,590,667,798,1000,1070,831,105,210,2185,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,,Ensemble 1P,10.2,11.5,13.3,14.8,16.7,12.8,318,331,362,398,430,367,29,475,3563,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,,Ensemble 2P,8.5,9.3,10.2,11.4,12.4,10.2,380,415,469,513,550,465,46,500,3870,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,,Ensemble 3P,7.3,7.8,8.8,9.5,10.2,8.6,480,530,590,656,700,592,69,256,2879,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,1. Moins de 1 an,,8.5,9.6,11.3,13.9,15.7,10.7,340,365,450,520,605,462,43,489,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,3. Entre 1971-1990,2. 1 an et plus,,7.1,8.1,9.6,11.7,13.7,9,334,398,481,675,960,559,62,952,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,,,7.8,8.9,10,11.6,14.5,9.6,375,431,540,696,907,595,62,712,7022,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,,Ensemble 4P+,7.1,7.7,8.2,9.4,10,8.4,641,720,813,1050,1377,896,107,113,1208,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,,Ensemble 1P,11.9,13.1,14.5,16.1,18.6,14.4,328,355,375,410,440,379,26,140,1970,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,,Ensemble 2P,9,9.6,10.3,11.3,12,10.3,430,450,470,517,540,475,46,250,2266,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,,Ensemble 3P,8.3,8.8,9.6,10.1,10.7,9.4,524,590,640,697,710,638,68,209,1577,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,1. Moins de 1 an,,8.1,9.6,11.6,14.5,16.1,10.6,359,390,450,705,770,540,51,268,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,4. Entre 1991-2005,2. 1 an et plus,,7.8,8.5,9.8,10.6,12,9.3,395,450,568,692,950,619,66,444,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,,,8.1,9.3,10.2,11.3,12.3,9.9,403,477,579,707,910,608,61,1474,4685,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,,Ensemble 4P+,7.5,8.7,9.4,9.9,10.6,9.1,703,796,882,910,983,873,95,173,879,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,,Ensemble 1P,10,11.8,12.3,13.8,18.5,12.7,320,345,370,425,455,380,30,159,531,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,,Ensemble 2P,9,10,11.1,11.9,12.3,10.8,427,470,506,550,600,507,47,675,1685,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,,Ensemble 3P,7.5,8.6,9.9,10.4,10.8,9.4,480,543,636,700,750,624,66,467,1590,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,1. Moins de 1 an,,8.8,10,10.9,12.1,13.1,10.7,370,464,530,645,799,561,53,501,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,,5. Apr�s 2005,2. 1 an et plus,,8,9.1,10,10.9,12.1,9.7,426,485,583,740,910,625,65,973,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,,,6.9,7.9,8.9,9.8,10.7,8.6,595,771,930,1010,1180,915,107,340,3484,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,,Maison 1-3P,6.9,8.3,9.4,10.5,11.4,8.8,460,480,595,680,727,585,67,58,704,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,,Maison 4P+,6.9,7.8,8.9,9.7,10.7,8.6,722,860,960,1050,1199,963,113,282,2780,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,1. Moins de 1 an,,7.1,7.7,8.3,10,11.5,8.6,510,700,928,1050,1100,875,101,75,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,14,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,1. Moins de 1 an,Maison 4P+,7.1,7.6,8.1,9.8,11.5,8.6,510,804,980,1050,1143,919,107,61,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,2. 1 an et plus,,6.9,7.9,8.9,9.7,10.7,8.6,630,780,930,1000,1180,921,108,265,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,2. 1 an et plus,Maison 1-3P,,,,,,,,,,,,,,44,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,,2. 1 an et plus,Maison 4P+,6.9,7.8,8.9,9.7,10.6,8.5,730,860,960,1050,1215,969,113,221,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,1. Avant 1946,,,6.2,8.1,8.8,10,10.8,8.6,500,630,786,1000,1227,819,95,107,717,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,1. Avant 1946,,Maison 1-3P,,,,,,,,,,,,,,28,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,1. Avant 1946,,Maison 4P+,6.2,7.9,8.9,10,10.9,8.6,610,725,884,1050,1250,906,105,79,497,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,29,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,1. Avant 1946,2. 1 an et plus,,6.2,8.1,8.8,10,10.8,8.6,500,630,786,1000,1220,818,95,78,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,2. Entre 1946-1970,,,7.1,7.3,8.8,9.8,11.5,8.6,510,707,912,980,1043,859,100,68,967,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,13,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,2. Entre 1946-1970,,Maison 4P+,7.1,7.2,8.8,9.8,11.5,8.5,510,786,954,980,1084,885,104,55,768,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,21,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,47,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,3. Entre 1971-1990,,,6.5,7.1,8.3,9.2,10.7,8,720,840,1000,1006,1180,937,117,72,824,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,5,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,3. Entre 1971-1990,,Maison 4P+,6.5,7.1,8.2,8.9,10.4,8,761,898,1000,1015,1180,970,121,67,687,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,8,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,3. Entre 1971-1990,2. 1 an et plus,,6.6,7.1,8.3,9.3,10.7,8,720,852,1000,1006,1180,939,117,64,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,4. Entre 1991-2005,,,,,,,,,,,,,,,,37,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,3,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,4. Entre 1991-2005,,Maison 4P+,,,,,,,,,,,,,,34,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,7,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,4. Entre 1991-2005,2. 1 an et plus,,,,,,,,,,,,,,,30,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,5. Apr�s 2005,,,8.3,9.4,9.4,10,10.9,9.4,780,898,910,983,1023,926,99,56,419,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,5. Apr�s 2005,,Maison 1-3P,,,,,,,,,,,,,,9,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,5. Apr�s 2005,,Maison 4P+,,,,,,,,,,,,,,47,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,5. Apr�s 2005,1. Moins de 1 an,,,,,,,,,,,,,,,10,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Maison,5. Apr�s 2005,2. 1 an et plus,,,,,,,,,,,,,,,46,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,,,7.3,8.5,9.9,11.5,13.8,9.4,350,400,495,610,710,520,55,7711,41971,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,,Appart 1P,10.3,11.7,13.5,15.1,16.8,13,315,335,369,400,430,370,28,1389,8968,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,,Appart 2P,8.1,9.4,10.4,11.5,12.5,10.1,374,410,460,510,556,462,46,3014,14538,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,,Appart 3P,7,7.9,9,10,10.5,8.8,465,520,596,650,710,592,67,2246,11841,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,,Appart 4P+,6.4,7.2,8,8.8,9.7,8,551,635,700,784,900,724,91,1062,6624,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,1. Moins de 1 an,,7.9,9.2,10.6,12.5,15,10.2,350,385,475,595,700,502,49,2831,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,1. Moins de 1 an,Appart 1P,11.1,12.4,14,15.7,17.5,13.7,320,345,367,400,420,370,27,617,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,1. Moins de 1 an,Appart 2P,8.8,9.6,10.7,11.8,12.5,10.5,375,410,465,520,550,466,44,1150,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,1. Moins de 1 an,Appart 3P,7.5,8.3,9.3,10.4,10.9,9.2,500,540,600,650,710,603,66,721,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,1. Moins de 1 an,Appart 4P+,7,7.6,8.4,9.6,10,8.4,568,650,710,770,901,734,88,343,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,2. 1 an et plus,,7.1,8.1,9.6,11,12.8,9.1,360,416,500,620,725,530,58,4880,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,2. 1 an et plus,Appart 1P,9.7,11.3,12.8,14.6,16.4,12.5,301,330,371,400,450,370,30,772,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,2. 1 an et plus,Appart 2P,7.7,9.2,10.1,11.3,12.3,9.9,370,400,458,505,564,459,46,1864,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,2. 1 an et plus,Appart 3P,6.8,7.7,8.9,9.9,10.3,8.6,460,513,590,646,707,588,68,1525,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,,2. 1 an et plus,Appart 4P+,6.3,7.1,7.9,8.8,9.2,7.8,550,627,700,790,880,720,92,719,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,,,7.1,8.1,9.7,11.3,13.4,9.2,351,400,490,603,700,518,57,3317,10243,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,,Appart 1P,10,11.4,13.4,15.1,16.9,12.8,308,335,375,405,448,372,29,505,1360,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,,Appart 2P,7.6,9.3,10.3,11.5,12.5,9.9,355,395,450,498,550,449,45,1360,3821,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,,Appart 3P,6.9,7.6,8.8,10,10.4,8.6,460,500,580,630,680,580,67,985,3097,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,,Appart 4P+,6.4,7.1,7.7,8.7,9.7,7.8,550,640,700,770,1000,731,94,467,1966,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,1. Moins de 1 an,,7.6,8.8,10.1,12.1,13.8,9.8,350,400,490,600,695,510,52,1290,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,1. Avant 1946,2. 1 an et plus,,6.8,7.7,9.5,10.9,12.7,8.9,360,410,491,603,700,523,59,2027,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,,,6.9,8.1,9,10.3,12.6,8.8,369,441,530,650,780,551,63,932,9323,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,,Appart 1P,10.2,12.3,14.3,15.7,16.5,13.5,301,330,360,375,400,348,26,110,1570,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,,Appart 2P,8.1,8.9,9.8,11.3,12.6,9.8,370,390,445,490,550,448,46,235,2953,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,,Appart 3P,6.9,7.8,8.7,9.4,10.2,8.5,460,510,552,613,750,574,68,340,2899,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,,Appart 4P+,6.3,7.4,8.5,8.8,9.6,8.1,524,620,696,780,830,695,86,247,1902,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,7.6,8.5,9.4,11.1,14.1,9.3,360,390,510,610,735,525,56,308,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,6.8,8,8.8,9.8,12.6,8.6,390,450,540,654,790,563,65,624,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,,,7.7,9,10.7,12.7,15,10,330,375,441,550,660,471,47,1369,11674,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,,Appart 1P,10.2,11.5,13.3,14.8,16.7,12.8,318,331,362,398,430,367,29,475,3552,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,,Appart 2P,8.5,9.3,10.1,11.4,12.4,10.2,380,414,465,514,550,465,46,497,3845,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,,Appart 3P,7.3,7.8,8.9,9.5,10.2,8.7,480,530,590,651,700,592,68,254,2780,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,,Appart 4P+,6.6,7.3,7.8,8.7,9.1,7.8,550,600,677,753,860,694,88,143,1498,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,8.5,9.6,11.3,13.9,15.7,10.8,340,365,442,520,600,458,43,481,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,3. Entre 1971-1990,2. 1 an et plus,,7.4,8.4,9.9,12.1,13.7,9.5,330,380,440,580,690,481,51,888,,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,4. Entre 1991-2005,,,7.8,9,10,11.7,14.8,9.8,370,430,524,646,725,546,56,675,6465,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,4. Entre 1991-2005,,Appart 1P,11.9,13.1,14.5,16.1,18.6,14.4,328,355,375,410,440,379,26,140,1962,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,4. Entre 1991-2005,,Appart 2P,9,9.6,10.2,11.3,12,10.3,430,450,470,515,540,475,46,248,2245,Estimation directe
B5400,2022,Agglom�ration de Nancy,,Appartement,4. Entre 1991-2005,,Appart 3P,8.3,8.8,9.6,10.1,10.7,9.4,524,590,640,696,710,637,68,208,1524,Estimation directe
